Name,Platform,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Dead or Alive Xtreme Beach Volleyball,XB,2003,360000.0,80000.0,140000.0,20000.0
SoulCalibur V,X360,2012,390000.0,140000.0,20000.0,40000.0
Tales of Zestiria,PS3,2015,50000.0,90000.0,420000.0,30000.0
Silent Hill: Shattered Memories,PS2,2010,130000.0,220000.0,10000.0,230000.0
Final Fantasy Anniversary Edition,PSP,2007,390000.0,20000.0,130000.0,40000.0
Dark Souls II,PS4,2015,200000.0,220000.0,80000.0,80000.0
Harvest Moon: Friends of Mineral Town,GBA,2003,340000.0,130000.0,110000.0,10000.0
Mega Man X7,PS2,2003,220000.0,170000.0,140000.0,60000.0
Diablo,PS,1997,290000.0,190000.0,70000.0,40000.0
Romancing SaGa,PS2,2005,60000.0,40000.0,470000.0,10000.0
Kinect Sports Rivals,XOne,2014,300000.0,220000.0,20000.0,40000.0
Tom Clancy's HAWX,X360,2009,310000.0,190000.0,20000.0,60000.0
International Superstar Soccer '98,N64,1998,60000.0,300000.0,190000.0,30000.0
Digimon World 2,PS,2000,230000.0,160000.0,160000.0,40000.0
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,50000.0,20000.0,500000.0,10000.0
Disgaea 4: A Promise Unforgotten,PS3,2011,270000.0,110000.0,140000.0,60000.0
BlazBlue: Calamity Trigger,PS3,2009,360000.0,100000.0,60000.0,60000.0
Tetris Party Deluxe,Wii,2010,340000.0,170000.0,20000.0,50000.0
Theme Park,PS,1994,240000.0,160000.0,130000.0,40000.0
Enslaved: Odyssey to the West,PS3,2010,240000.0,240000.0,10000.0,90000.0
Beyond The Beyond,PS,1995,110000.0,80000.0,350000.0,40000.0
No More Heroes,Wii,2007,300000.0,170000.0,40000.0,50000.0
3D Dot Game Heroes,PS3,2009,360000.0,120000.0,30000.0,70000.0
Pro Evolution Soccer 2012,PSP,2011,100000.0,120000.0,290000.0,70000.0
Dynasty Warriors 5: Xtreme Legends,PS2,2005,110000.0,80000.0,350000.0,30000.0
Wreckless: ThE YaKuza MisSiOns,XB,2002,420000.0,110000.0,20000.0,20000.0
Spec Ops: The Line,PS3,2012,190000.0,250000.0,40000.0,90000.0
Resident Evil Outbreak File #2,PS2,2004,190000.0,150000.0,170000.0,50000.0
Tom Clancy's HAWX,PS3,2009,210000.0,220000.0,50000.0,90000.0
Breath of Fire IV,PS,2000,110000.0,80000.0,340000.0,40000.0
Odin Sphere,PS2,2007,230000.0,180000.0,90000.0,60000.0
Classic NES Series: Dr. Mario,GBA,2004,310000.0,110000.0,130000.0,10000.0
Resident Evil 2,N64,1999,390000.0,90000.0,70000.0,10000.0
Xenoblade Chronicles,3DS,2015,260000.0,140000.0,120000.0,40000.0
Fullmetal Alchemist and the Broken Angel,PS2,2003,150000.0,120000.0,260000.0,40000.0
Final Fantasy IV: The Complete Collection,PSP,2011,130000.0,90000.0,270000.0,60000.0
Frontlines: Fuel of War,X360,2008,340000.0,150000.0,10000.0,50000.0
Soul Sacrifice,PSV,2013,180000.0,90000.0,220000.0,60000.0
God of War: Origins Collection,PS3,2011,390000.0,80000.0,20000.0,60000.0
Lunar: Silver Star Story Complete,PS,1998,270000.0,180000.0,60000.0,40000.0
Dragon Ball: XenoVerse,PS3,2015,150000.0,200000.0,140000.0,70000.0
Metal Gear Solid 3: Subsistence,PS2,2005,340000.0,10000.0,150000.0,60000.0
Extermination,PS2,2001,210000.0,160000.0,120000.0,50000.0
Unit 13,PSV,2012,290000.0,150000.0,40000.0,70000.0
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,320000.0,160000.0,30000.0,50000.0
Mega Man Zero,GBA,2002,220000.0,80000.0,240000.0,10000.0
The Amazing Spider-Man 2 (2014),PS4,2014,200000.0,250000.0,20000.0,90000.0
Time Crisis: Razing Storm,PS3,2010,180000.0,210000.0,70000.0,80000.0
Dynasty Warriors: Gundam 3,PS3,2010,110000.0,50000.0,360000.0,20000.0
Mortal Kombat 3,PS,1995,290000.0,200000.0,20000.0,40000.0
Metro 2033,X360,2010,220000.0,240000.0,30000.0,50000.0
Dragon Ball Z: Shin Budokai,PSP,2006,260000.0,80000.0,130000.0,70000.0
NBA Live 10,PS3,2009,460000.0,30000.0,10000.0,50000.0
Excite Truck,Wii,2006,400000.0,30000.0,80000.0,40000.0
Sacred 2: Fallen Angel,X360,2009,290000.0,170000.0,40000.0,50000.0
ModNation Racers,PSP,2010,110000.0,270000.0,20000.0,140000.0
Two Worlds II,X360,2011,400000.0,80000.0,30000.0,40000.0
Sonic & All-Stars Racing Transformed,PS3,2012,80000.0,330000.0,10000.0,110000.0
Front Mission 4,PS2,2003,140000.0,110000.0,250000.0,40000.0
Resident Evil: Revelations 2,PS4,2015,130000.0,240000.0,100000.0,70000.0
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,390000.0,100000.0,10000.0,40000.0
Tales of Symphonia,PS3,2013,210000.0,130000.0,130000.0,60000.0
Bust A Groove,PS,1998,90000.0,60000.0,350000.0,40000.0
Fire Emblem: Path of Radiance,GC,2005,290000.0,80000.0,160000.0,10000.0
Valkyria Chronicles II,PSP,2010,120000.0,160000.0,180000.0,90000.0
Terminator Salvation,PS3,2009,130000.0,290000.0,10000.0,110000.0
Tales of Symphonia: Dawn of the New World,Wii,2008,220000.0,50000.0,240000.0,30000.0
Clock Tower,PS,1996,70000.0,50000.0,380000.0,30000.0
Dragon's Crown,PS3,2013,250000.0,70000.0,170000.0,50000.0
Tactics Ogre: Let Us Cling Together,PSP,2010,150000.0,70000.0,270000.0,50000.0
LEGO Jurassic World,WiiU,2015,280000.0,190000.0,20000.0,40000.0
Kirby and the Rainbow Curse,WiiU,2015,230000.0,140000.0,120000.0,40000.0
FIFA 12,PSP,2011,120000.0,260000.0,20000.0,140000.0
Sonic & All-Stars Racing Transformed,WiiU,2012,200000.0,270000.0,20000.0,50000.0
Silent Hill: Origins,PSP,2007,220000.0,160000.0,40000.0,100000.0
Mario Tennis: Power Tour,GBA,2005,240000.0,90000.0,190000.0,10000.0
GT Pro Series,Wii,2006,460000.0,10000.0,20000.0,40000.0
Metal Gear Solid 2: Substance,PS2,2002,180000.0,140000.0,160000.0,50000.0
Way of the Samurai 3,PS3,2008,180000.0,80000.0,220000.0,40000.0
Mega Man 6,NES,1993,280000.0,70000.0,160000.0,10000.0
Final Fantasy Explorers,3DS,2014,150000.0,70000.0,280000.0,20000.0
Rival Schools: United By Fate,PS,1998,120000.0,80000.0,280000.0,30000.0
PlayStation All-Stars Battle Royale,PSV,2012,260000.0,150000.0,10000.0,100000.0
Swing Away Golf,PS2,2000,170000.0,130000.0,180000.0,40000.0
Tomb Raider: Legend,PS2,2006,250000.0,190000.0,20000.0,60000.0
Lair,PS3,2007,360000.0,40000.0,80000.0,40000.0
Front Mission 3,PS,1999,100000.0,70000.0,310000.0,30000.0
Omega Boost,PS,1999,170000.0,110000.0,200000.0,30000.0
Way of the Samurai,PS2,2002,130000.0,100000.0,250000.0,30000.0
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,290000.0,170000.0,10000.0,40000.0
The 3rd Birthday,PSP,2010,130000.0,70000.0,270000.0,50000.0
International Track & Field,PS,1996,80000.0,50000.0,350000.0,30000.0
SoulCalibur: Broken Destiny,PSP,2009,120000.0,200000.0,70000.0,120000.0
Lords of the Fallen,PS4,2014,170000.0,230000.0,20000.0,90000.0
Pro Evolution Soccer 2010,Wii,2009,120000.0,270000.0,60000.0,50000.0
Fire Emblem: Radiant Dawn,Wii,2007,280000.0,30000.0,170000.0,30000.0
Dynasty Warriors,PSP,2004,180000.0,10000.0,300000.0,20000.0
Dragon Ball: Raging Blast,X360,2009,360000.0,90000.0,20000.0,40000.0
International Superstar Soccer 2000 (All region sales),N64,1999,10000.0,260000.0,220000.0,20000.0
Ace Combat Zero: The Belkan War,PS2,2006,150000.0,120000.0,200000.0,40000.0
R.U.S.E.,PS3,2010,180000.0,220000.0,20000.0,90000.0
Disgaea 3: Absence of Justice,PS3,2008,320000.0,40000.0,110000.0,40000.0
Final Fantasy II Anniversary Edition,PSP,2007,360000.0,30000.0,70000.0,40000.0
Quantum Break,XOne,2016,270000.0,190000.0,10000.0,40000.0
Capcom Classics Collection,PS2,2005,220000.0,170000.0,50000.0,60000.0
Wolfenstein: The New Order,PS3,2014,140000.0,250000.0,20000.0,90000.0
Alice: Madness Returns,X360,2011,270000.0,150000.0,40000.0,40000.0
Atelier Rorona: Alchemist of Arland,PS3,2009,220000.0,120000.0,110000.0,50000.0
Theatrhythm: Final Fantasy,3DS,2012,220000.0,70000.0,180000.0,20000.0
Bleach: Soul Resurreccion,PS3,2011,270000.0,110000.0,70000.0,50000.0
Tactics Ogre: The Knight of Lodis,GBA,2001,130000.0,50000.0,310000.0,10000.0
Fortune Street,Wii,2011,270000.0,40000.0,170000.0,20000.0
Dead or Alive Ultimate,XB,2004,300000.0,100000.0,80000.0,20000.0
RPG Maker,PS,1997,110000.0,70000.0,290000.0,30000.0
FIFA 14,PSV,2013,110000.0,250000.0,10000.0,130000.0
Monster Hunter,PS2,2004,110000.0,80000.0,280000.0,30000.0
Dynasty Warriors: Gundam 2,PS3,2008,90000.0,70000.0,320000.0,30000.0
The Evil Within,X360,2014,250000.0,200000.0,10000.0,40000.0
Ridge Racer 3D,3DS,2011,190000.0,150000.0,120000.0,30000.0
Ace Combat: Assault Horizon,X360,2011,300000.0,120000.0,30000.0,40000.0
Resident Evil: The Mercenaries 3D,3DS,2011,160000.0,170000.0,130000.0,30000.0
Super Monkey Ball 3D,3DS,2011,260000.0,150000.0,50000.0,40000.0
Kane & Lynch 2: Dog Days,X360,2010,200000.0,230000.0,10000.0,50000.0
Lollipop Chainsaw,X360,2012,310000.0,130000.0,20000.0,40000.0
Sonic Lost World,3DS,2013,240000.0,150000.0,70000.0,30000.0
Grandia III,PS2,2005,120000.0,100000.0,240000.0,30000.0
Pokemon Art Academy,3DS,2014,180000.0,120000.0,160000.0,30000.0
Dragon Ball Z: Burst Limit,X360,2008,240000.0,180000.0,30000.0,50000.0
Terraria,PS3,2013,70000.0,260000.0,90000.0,70000.0
Epic Mickey: Power of Illusion,3DS,2012,360000.0,40000.0,40000.0,40000.0
Crazy Taxi,GC,2001,360000.0,90000.0,20000.0,10000.0
F1 2014,PS3,2014,70000.0,310000.0,20000.0,80000.0
Asphalt 3D,3DS,2011,270000.0,160000.0,20000.0,40000.0
Steel Diver,3DS,2011,310000.0,100000.0,50000.0,30000.0
Tales of Legendia,PS2,2005,70000.0,50000.0,350000.0,20000.0
Battlefield: Hardline,PS3,2015,120000.0,230000.0,70000.0,70000.0
F.E.A.R. 2: Project Origin,PS3,2009,190000.0,210000.0,10000.0,80000.0
Dead Space Extraction,Wii,2009,330000.0,110000.0,10000.0,40000.0
Metal Gear Solid HD Edition,PSV,2012,160000.0,180000.0,50000.0,90000.0
Mario Golf: World Tour,3DS,2014,150000.0,140000.0,170000.0,30000.0
Silent Hill: Shattered Memories,Wii,2009,230000.0,190000.0,10000.0,50000.0
Dark Sector,X360,2008,220000.0,200000.0,10000.0,50000.0
2010 FIFA World Cup South Africa,PSP,2010,90000.0,240000.0,30000.0,120000.0
Harvest Moon 64,N64,1999,250000.0,60000.0,110000.0,60000.0
Two Worlds II,PS3,2011,260000.0,110000.0,60000.0,50000.0
Viva Pinata: Trouble in Paradise,X360,2008,160000.0,250000.0,10000.0,50000.0
FlingSmash,Wii,2010,380000.0,10000.0,70000.0,20000.0
Dynasty Warriors Gundam,PS3,2007,140000.0,10000.0,310000.0,20000.0
Fable,X360,2014,250000.0,190000.0,10000.0,40000.0
SimCity Creator,Wii,2008,370000.0,30000.0,40000.0,40000.0
Fantavision,PS2,2000,140000.0,110000.0,190000.0,40000.0
Alien Trilogy,PS,1996,240000.0,160000.0,40000.0,30000.0
Bravely Second: End Layer,3DS,2015,160000.0,110000.0,180000.0,30000.0
Dark Sector,PS3,2008,230000.0,160000.0,10000.0,70000.0
Unreal Tournament III,X360,2008,250000.0,170000.0,10000.0,50000.0
Street Fighter X Tekken,X360,2012,310000.0,100000.0,30000.0,30000.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,150000.0,160000.0,90000.0,80000.0
Silent Hill: Downpour,PS3,2012,210000.0,160000.0,40000.0,60000.0
Victorious Boxers: Ippo's Road to Glory,PS2,2000,50000.0,40000.0,380000.0,10000.0
Valkyrie Profile 2: Silmeria,PS2,2006,40000.0,30000.0,390000.0,10000.0
Virtua Tennis 4: World Tour,PSV,2011,50000.0,300000.0,10000.0,120000.0
Crazy Taxi: Fare Wars,PSP,2007,100000.0,220000.0,20000.0,120000.0
Bomberman Hero,N64,1998,270000.0,60000.0,80000.0,50000.0
Dead or Alive 4,X360,2005,300000.0,30000.0,100000.0,30000.0
Rise of Nightmares,X360,2011,280000.0,130000.0,10000.0,40000.0
Metal Gear Solid: The Twin Snakes,GC,2004,300000.0,80000.0,70000.0,10000.0
Classic NES Series: Pac-Man,GBA,2004,250000.0,90000.0,120000.0,10000.0
F.E.A.R. 3,PS3,2011,210000.0,170000.0,10000.0,70000.0
Rygar: The Legendary Adventure,PS2,2002,200000.0,150000.0,60000.0,50000.0
Kessen II,PS2,2001,130000.0,100000.0,200000.0,30000.0
Art Academy: Lessons for Everyone,3DS,2012,200000.0,30000.0,210000.0,20000.0
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,40000.0,160000.0,240000.0,10000.0
Virtua Tennis 4,PS3,2011,90000.0,250000.0,30000.0,90000.0
Sword Art Online: Lost Song,PSV,2015,80000.0,100000.0,230000.0,50000.0
Burnout Dominator,PSP,2007,20000.0,380000.0,10000.0,60000.0
.hack//Outbreak Part 3,PS2,2002,140000.0,110000.0,170000.0,40000.0
Hyperdimension Neptunia,PS3,2010,220000.0,110000.0,70000.0,50000.0
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,50000.0,50000.0,340000.0,10000.0
Pirates of the Caribbean: At World's End,Wii,2007,390000.0,20000.0,10000.0,40000.0
Red Faction: Armageddon,PS3,2011,200000.0,160000.0,30000.0,70000.0
Persona 4: Dancing All Night,PSV,2015,130000.0,100000.0,150000.0,70000.0
Dynasty Warriors: Strikeforce,PSP,2009,30000.0,30000.0,380000.0,20000.0
Tales of Hearts,PSV,2013,150000.0,130000.0,90000.0,80000.0
The Walking Dead: Season One,PS4,2014,120000.0,250000.0,10000.0,80000.0
Enter the Matrix,GC,2003,340000.0,90000.0,20000.0,10000.0
Phantasy Star Online Episode I & II,GC,2002,230000.0,60000.0,160000.0,10000.0
Resistance: Burning Skies,PSV,2012,210000.0,160000.0,20000.0,70000.0
Dead or Alive: Dimensions,3DS,2011,130000.0,210000.0,70000.0,30000.0
F.E.A.R. 3,X360,2011,300000.0,110000.0,10000.0,40000.0
Pro Evolution Soccer 2016,PS3,2015,80000.0,180000.0,150000.0,50000.0
PES 2009: Pro Evolution Soccer,Wii,2009,90000.0,260000.0,50000.0,50000.0
Samurai Warriors 3,Wii,2009,100000.0,20000.0,320000.0,10000.0
One Piece: Pirate Warriors 3,PS4,2015,80000.0,220000.0,100000.0,50000.0
Eternal Sonata,PS3,2008,190000.0,130000.0,70000.0,60000.0
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,260000.0,140000.0,10000.0,40000.0
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,170000.0,130000.0,60000.0,80000.0
Samurai Warriors: Xtreme Legends,PS2,2004,40000.0,30000.0,360000.0,10000.0
Vandal Hearts,PS,1996,140000.0,90000.0,190000.0,30000.0
Mario Tennis Ultra Smash,WiiU,2015,130000.0,160000.0,130000.0,30000.0
World Soccer Winning Eleven 9,XB,2005,60000.0,330000.0,20000.0,30000.0
Metro: Last Light,PS3,2013,140000.0,200000.0,30000.0,80000.0
DmC: Devil May Cry,X360,2013,260000.0,130000.0,10000.0,40000.0
Chocobo Racing,PS,1999,70000.0,50000.0,300000.0,30000.0
Ninja Gaiden 3,PS3,2012,190000.0,100000.0,110000.0,50000.0
The Darkness,X360,2007,360000.0,40000.0,10000.0,40000.0
Bomberman II,NES,1991,160000.0,30000.0,150000.0,100000.0
Sin and Punishment: Star Successor,Wii,2009,200000.0,140000.0,60000.0,40000.0
Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,190000.0,70000.0,120000.0,60000.0
Devil May Cry HD Collection,X360,2012,280000.0,110000.0,10000.0,30000.0
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,190000.0,90000.0,80000.0,70000.0
Classic NES Series: Metroid,GBA,2004,260000.0,100000.0,70000.0,10000.0
Tetris Axis,3DS,2011,200000.0,130000.0,60000.0,30000.0
Trials Fusion,PS4,2014,130000.0,210000.0,10000.0,80000.0
Minecraft,WiiU,2016,180000.0,90000.0,140000.0,30000.0
Mega Man Zero 2,GBA,2003,180000.0,70000.0,170000.0,10000.0
2010 FIFA World Cup South Africa,Wii,2010,230000.0,150000.0,10000.0,40000.0
Atelier Totori: The Adventurer of Arland,PS3,2010,120000.0,70000.0,210000.0,30000.0
Mischief Makers,N64,1997,250000.0,60000.0,70000.0,60000.0
Cool Boarders,PS,1996,100000.0,70000.0,240000.0,30000.0
Mobile Suit Gundam: Zeonic Front,PS2,2001,90000.0,70000.0,250000.0,20000.0
Zone of the Enders HD Collection,PS3,2012,210000.0,80000.0,90000.0,50000.0
Tales of the World: Radiant Mythology,PSP,2006,170000.0,10000.0,230000.0,20000.0
Dawn of Mana,PS2,2006,70000.0,50000.0,290000.0,20000.0
Mega Man Battle Network,GBA,2001,140000.0,50000.0,220000.0,10000.0
Hometown Story,3DS,2013,220000.0,130000.0,40000.0,40000.0
Medal of Honor Heroes 2,Wii,2007,340000.0,40000.0,10000.0,40000.0
Yu-Gi-Oh! GX: Tag Force 2,PSP,2007,30000.0,200000.0,100000.0,110000.0
Ragnarok Odyssey,PSV,2012,220000.0,10000.0,160000.0,30000.0
NiGHTS: Journey of Dreams,Wii,2007,330000.0,30000.0,40000.0,30000.0
Vanquish,X360,2010,190000.0,170000.0,30000.0,40000.0
Wolfenstein: The Old Blood,PS4,2015,90000.0,250000.0,20000.0,60000.0
Mega Man X6,PS,2001,140000.0,100000.0,160000.0,30000.0
Castlevania: Curse of Darkness,PS2,2005,180000.0,140000.0,50000.0,50000.0
Tom Clancy's HAWX 2,PS3,2010,210000.0,120000.0,30000.0,50000.0
International Superstar Soccer Pro '98,PS,1998,20000.0,20000.0,350000.0,30000.0
Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007,180000.0,170000.0,30000.0,40000.0
Animal Crossing: Amiibo Festival,WiiU,2015,190000.0,110000.0,90000.0,30000.0
Hyrule Warriors,3DS,2016,160000.0,120000.0,110000.0,30000.0
Mega Man Legends 2,PS,2000,170000.0,120000.0,100000.0,30000.0
X-Men vs. Street Fighter,PS,1997,160000.0,110000.0,120000.0,30000.0
Castlevania: The Dracula X Chronicles,PSP,2007,220000.0,90000.0,40000.0,70000.0
Katamari Forever,PS3,2009,260000.0,50000.0,60000.0,40000.0
Zone of the Enders: The 2nd Runner,PS2,2003,150000.0,120000.0,110000.0,40000.0
Danganronpa: Trigger Happy Havoc,PSV,2013,140000.0,70000.0,150000.0,60000.0
pro evolution soccer 2011,PS2,2010,40000.0,210000.0,50000.0,110000.0
Destiny: The Taken King,PS3,2015,160000.0,170000.0,20000.0,60000.0
BlazBlue: Continuum Shift,PS3,2010,210000.0,80000.0,90000.0,40000.0
Ogre Battle 64: Person of Lordly Caliber,N64,1999,100000.0,20000.0,250000.0,40000.0
Armored Core,PS,1997,130000.0,90000.0,160000.0,30000.0
The Wonderful 101,WiiU,2013,200000.0,100000.0,80000.0,30000.0
No More Heroes 2: Desperate Struggle,Wii,2010,210000.0,120000.0,40000.0,30000.0
Battlefield 2: Modern Combat,X360,2006,350000.0,20000.0,10000.0,30000.0
Armored Core 2: Another Age,PS2,2001,110000.0,80000.0,190000.0,30000.0
'98 Koshien,PS,1998,150000.0,100000.0,120000.0,30000.0
Asura's Wrath,PS3,2012,180000.0,120000.0,60000.0,50000.0
Hatsune Miku: Project Diva F 2nd,PSV,2014,130000.0,60000.0,160000.0,60000.0
Overlord,X360,2007,340000.0,30000.0,10000.0,30000.0
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007,320000.0,40000.0,10000.0,40000.0
Thief (2014),PS3,2014,100000.0,200000.0,20000.0,80000.0
Battalion Wars,GC,2005,250000.0,70000.0,70000.0,10000.0
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,220000.0,80000.0,80000.0,30000.0
Wii Sports Club,WiiU,2014,190000.0,140000.0,40000.0,30000.0
Sonic Lost World,WiiU,2013,240000.0,120000.0,10000.0,30000.0
Armored Core V,PS3,2012,90000.0,40000.0,240000.0,20000.0
Hitman: Blood Money,X360,2006,290000.0,60000.0,10000.0,30000.0
GRID 2,PS3,2013,70000.0,230000.0,10000.0,90000.0
Juiced 2: Hot Import Nights,PS2,2007,190000.0,150000.0,10000.0,50000.0
Dungeon Siege III,PS3,2011,170000.0,140000.0,30000.0,60000.0
NBA Live 09,PS2,2008,320000.0,10000.0,10000.0,50000.0
Rune Factory: Frontier,Wii,2008,180000.0,140000.0,40000.0,40000.0
NBA Live 09,PSP,2008,230000.0,70000.0,30000.0,60000.0
LocoRoco,PSP,2006,140000.0,50000.0,160000.0,40000.0
Metal Gear Solid: The Legacy Collection,PS3,2013,310000.0,10000.0,30000.0,50000.0
Project X Zone,3DS,2012,180000.0,40000.0,150000.0,20000.0
Red Faction: Armageddon,X360,2011,180000.0,170000.0,10000.0,40000.0
Combat of Giants: Dinosaurs 3D,3DS,2011,250000.0,60000.0,50000.0,30000.0
Chibi-Robo! Plug into Adventure!,GC,2005,230000.0,60000.0,90000.0,10000.0
Kengo: Master of Bushido,PS2,2000,160000.0,130000.0,60000.0,40000.0
Samurai Warriors Chronicles,3DS,2011,120000.0,50000.0,200000.0,10000.0
Tomb Raider: Legend,X360,2006,270000.0,80000.0,10000.0,30000.0
Saints Row IV,PS4,2015,130000.0,170000.0,30000.0,60000.0
One Piece: Unlimited World Red,3DS,2013,50000.0,40000.0,280000.0,10000.0
Shin Megami Tensei: Nocturne,PS2,2003,70000.0,50000.0,250000.0,20000.0
Dragon's Crown,PSV,2013,160000.0,50000.0,120000.0,50000.0
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,170000.0,120000.0,60000.0,30000.0
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,130000.0,40000.0,190000.0,30000.0
ESPN Extreme Games,PS,1994,110000.0,80000.0,170000.0,30000.0
Tales of Zestiria,PS4,2015,160000.0,150000.0,20000.0,60000.0
Metal Gear Solid: Snake Eater 3D,3DS,2012,150000.0,110000.0,100000.0,20000.0
Grandia Xtreme,PS2,2002,70000.0,50000.0,250000.0,20000.0
EA Sports MMA,PS3,2010,160000.0,150000.0,10000.0,60000.0
Pokemon Channel,GC,2003,240000.0,60000.0,70000.0,10000.0
Etrian Odyssey IV: Legends of the Titans,3DS,2012,120000.0,50000.0,200000.0,10000.0
FIFA 17,PS3,2016,20000.0,290000.0,10000.0,50000.0
Toukiden: The Age of Demons,PSV,2013,50000.0,50000.0,250000.0,30000.0
Pro Evolution Soccer 2011 3D,3DS,2011,110000.0,130000.0,110000.0,20000.0
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,280000.0,10000.0,60000.0,20000.0
Super Dragon Ball Z,PS2,2006,90000.0,70000.0,190000.0,20000.0
Life is Strange,PS4,2016,140000.0,150000.0,30000.0,60000.0
Kingdom Under Fire: Circle of Doom,X360,2007,180000.0,120000.0,40000.0,40000.0
Kileak: The DNA Imperative,PS,1994,80000.0,60000.0,210000.0,20000.0
Prince of Persia: The Forgotten Sands,PSP,2010,90000.0,180000.0,10000.0,100000.0
Dungeon Siege III,X360,2011,210000.0,120000.0,10000.0,30000.0
FIFA Soccer 13,PSP,2012,50000.0,190000.0,20000.0,100000.0
Bionic Commando,PS3,2009,120000.0,170000.0,10000.0,70000.0
Dishonored,PS4,2015,110000.0,180000.0,20000.0,60000.0
FIFA Street 2,PS2,2006,170000.0,130000.0,20000.0,40000.0
Theatrhythm Final Fantasy: Curtain Call,3DS,2014,130000.0,80000.0,150000.0,20000.0
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,90000.0,70000.0,180000.0,20000.0
Dragon Ball Z: Infinite World,PS2,2008,80000.0,60000.0,210000.0,20000.0
Tom Clancy's HAWX 2,X360,2010,240000.0,90000.0,10000.0,30000.0
Resident Evil Zero,PS4,2016,90000.0,170000.0,50000.0,50000.0
Valkyrie Profile: Lenneth,PSP,2006,170000.0,10000.0,160000.0,20000.0
LocoRoco 2,PSP,2008,210000.0,90000.0,10000.0,50000.0
Monster Rancher 3,PS2,2001,110000.0,90000.0,140000.0,30000.0
BlazBlue: Calamity Trigger,X360,2009,210000.0,80000.0,40000.0,30000.0
Earth Defense Force 2025,PS3,2013,40000.0,30000.0,270000.0,20000.0
Okage: Shadow King,PS2,2001,140000.0,110000.0,80000.0,40000.0
Mystical Ninja starring Goemon,N64,1997,70000.0,20000.0,230000.0,40000.0
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,130000.0,20000.0,160000.0,50000.0
Call of Duty: Ghosts,WiiU,2013,230000.0,90000.0,10000.0,30000.0
Formula 1 Championship Edition,PS,1997,60000.0,40000.0,230000.0,20000.0
Trauma Center: Second Opinion,Wii,2006,280000.0,20000.0,30000.0,30000.0
Suikoden V,PS2,2006,80000.0,60000.0,190000.0,20000.0
Battalion Wars 2,Wii,2007,220000.0,30000.0,80000.0,20000.0
Tekken Tag Tournament 2,X360,2012,190000.0,120000.0,10000.0,30000.0
Fossil Fighters: Frontier,3DS,2014,80000.0,40000.0,230000.0,10000.0
Star Fox: Zero,WiiU,2016,160000.0,100000.0,70000.0,30000.0
Bloody Roar 3,PS2,2001,150000.0,110000.0,50000.0,40000.0
Persona 2: Eternal Punishment,PS,2000,30000.0,20000.0,280000.0,20000.0
Pac-Man All-Stars,PS3,2011,200000.0,80000.0,40000.0,40000.0
Sniper: Ghost Warrior 2,PS3,2013,50000.0,190000.0,30000.0,70000.0
The Shoot,PS3,2010,130000.0,160000.0,10000.0,60000.0
Guilty Gear X2,PS2,2002,90000.0,70000.0,160000.0,20000.0
Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010,130000.0,50000.0,140000.0,30000.0
EverGrace,PS2,2000,100000.0,80000.0,150000.0,30000.0
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,90000.0,70000.0,150000.0,40000.0
Dynasty Warriors 5 Empires,PS2,2006,110000.0,90000.0,120000.0,30000.0
Classic NES Series: Ice Climber,GBA,2004,100000.0,40000.0,200000.0,10000.0
Tenchu Z,X360,2006,270000.0,20000.0,20000.0,30000.0
Monster Rancher 4,PS2,2003,80000.0,60000.0,190000.0,20000.0
Dynasty Warriors 6 Empires,PS3,2009,140000.0,30000.0,150000.0,20000.0
Silent Hill HD Collection,PS3,2012,150000.0,110000.0,30000.0,50000.0
Point Blank,PS,1997,50000.0,30000.0,230000.0,20000.0
Star Ocean: Second Evolution,PSP,2008,140000.0,20000.0,160000.0,20000.0
Dynasty Warriors: Gundam 2,PS2,2008,40000.0,30000.0,250000.0,10000.0
Operation Flashpoint: Red River,PS3,2011,60000.0,150000.0,70000.0,50000.0
Ninja Blade,X360,2009,140000.0,140000.0,20000.0,30000.0
Tokyo Highway Battle,PS,1996,60000.0,40000.0,210000.0,20000.0
Pandora's Tower,Wii,2011,130000.0,100000.0,80000.0,30000.0
Binary Domain,PS3,2012,90000.0,80000.0,140000.0,30000.0
