artiste,titre,popularite,score_danse,tempo,genre,duree
Part-Time Friends,Paris en ao√ªt,37.0,0.709,138.117,6,210147.0ms
Concha Piquer,Tatuaje,35.0,0.46,78.306,9,188200.0ms
Arcade Fire,Wake Up,65.0,0.252,139.361,1,335333.0ms
Ana Alcaide,Elenion,40.0,0.701,104.983,7,4.314666667min
TDJ,Open Air,37.0,0.667,141.077,1,251555.0ms
Britney Spears,Don't Let Me Be the Last to Know,57.0,0.633,138.96,9,3.848883333min
Miri Mesika,◊ó◊ì◊©◊ï◊™ ◊ò◊ï◊ë◊ï◊™,15.0,0.437,139.824,9,177493.0ms
Institute,Bulletproof Skin,44.0,0.327,180.075,10,265107.0ms
James Taylor,Fire and Rain - 2019 Remaster,73.0,0.597,76.271,10,203613.0ms
James Otto,Just Got Started Lovin' You,62.0,0.705,98.001,4,3.910666667min
elegant slims,Not Human,46.0,0.52,91.972,10,199387.0ms
Ms. Lauryn Hill,Lost Ones,61.0,0.832,94.899,5,333907.0ms
Goldfinger,Put The Knife Away,45.0,0.241,186.797,10,177924.0ms
Dire Straits,Money For Nothing,42.0,0.666,134.219,10,8.51555min
Eyal Golan,◊û◊ê◊û◊ô,32.0,0.552,140.046,9,302466.0ms
Bleachers,Chinatown (feat. Bruce Springsteen),64.0,0.442,89.001,6,247968.0ms
MAX RAD,Where Are We Now?,32.0,0.742,107.479,6,197477.0ms
The Faint,The Geeks Were Right,37.0,0.737,131.009,6,176240.0ms
Kojaque,Town's Dead,45.0,0.529,83.978,10,186334.0ms
Limp Bizkit,Take A Look Around,72.0,0.425,101.968,10,321040.0ms
Freddie King,Going Down,59.0,0.565,167.936,2,204333.0ms
Nick Hakim,QADIR - Single Version,29.0,0.766,142.035,6,241920.0ms
"Pritam, Arijit Singh","Hardum Humdum (From ""Ludo"")",50.0,0.59,116.942,3,3.133333333min
Omer Adam,◊û◊ë◊ô◊ò ◊û◊î◊¶◊ì,36.0,0.715,132.003,9,223760.0ms
Van Halen,Poundcake,39.0,0.487,105.395,8,321707.0ms
The Who,Behind Blue Eyes,71.0,0.394,126.844,10,221427.0ms
Garmarna,Tv√• Systrar,39.0,0.516,120.028,8,352787.0ms
Caitlyn Smith,Cheap Date,54.0,0.587,96.657,9,190067.0ms
Leroy Carr,Papa's on the House Top,29.0,0.683,94.913,2,175400.0ms
Fickle Friends,Cosmic Coming of Age,46.0,0.603,93.004,6,204259.0ms
Trippie Redd,PILL BREAKER (feat. blackbear & Machine Gun Kelly),71.0,0.527,153.034,10,177059.0ms
bl00dwave,Blue,33.0,0.626,110.014,6,146182.0ms
Johnny Winter,Third Degree,42.0,0.256,205.057,2,395600.0ms
"Gaetano Donizetti, Academy of St. Martin in the Fields, Sir Neville Marriner",String Quartet in D - Arr. for string orchestra: 1. Allegro,20.0,0.269,134.817,7,6.858216667min
Chapterhouse,Breather,37.0,0.267,155.581,6,258760.0ms
ILLENIUM,Crawl Outta Love - The Glitch Mob Remix,41.0,0.476,92.781,10,309677.0ms
Kaiser Chiefs,Oh My God,41.0,0.367,177.916,1,214880.0ms
"ATB, Topic, A7S",Your Love (9PM),88.0,0.669,125.993,9,2.50088333min
LO,Ani Oogiot,3.0,0.559,99.014,6,229520.0ms
MOSES,Cause You Got Me,46.0,0.494,96.996,10,232526.0ms
ILLENIUM,First Time,74.0,0.526,155.085,10,165779.0ms
Shreya Ghoshal,Mann Bheetar,19.0,0.616,110.025,0,6.484166667min
MOD SUN,Heavy (feat. blackbear),65.0,0.367,83.032,1,167765.0ms
Glass Animals,Tangerine,69.0,0.845,149.941,6,200584.0ms
Aerosmith,Train Kept a Rollin',53.0,0.359,99.414,10,333227.0ms
Eyal Golan,◊§◊®◊ó◊ô◊ù ◊ë◊û◊ì◊ë◊®,33.0,0.478,75.053,9,216496.0ms
Bathtub Cig,My Friend,26.0,0.689,96.052,6,220514.0ms
Louf,Formation - Otik Remix,33.0,0.434,109.188,1,436630.0ms
Black Sabbath,Iron Man - 2012 - Remaster,38.0,0.336,155.28,10,353613.0ms
Yung Bleu,Ghetto Love Birds,57.0,0.604,93.169,5,186039.0ms
George Strait,The Fireman,56.0,0.664,168.979,4,2.572666667min
BENEE,Night Garden (feat. Kenny Beats & Bakar),55.0,0.712,177.94,6,221865.0ms
DDG,Get What You Want (feat. PnB Rock),50.0,0.799,136.019,5,186196.0ms
Eugene Bridges,In Your Arms Again,8.0,0.668,103.57,2,308573.0ms
Dead Pony,Speak of the Devil,32.0,0.431,76.027,10,215296.0ms
iann dior,Darkside,58.0,0.695,123.991,10,154871.0ms
Idan Amedi,◊ê◊†◊ô ◊®◊ï◊¶◊î,45.0,0.632,105.876,9,207020.0ms
Johnny Adams,This Time I'm Gone For Good,29.0,0.418,202.033,2,280360.0ms
Lime Cordiale,On Our Own,57.0,0.705,125.933,6,216636.0ms
Isaac DaBom,◊™◊ë◊ò◊ô◊ó◊ô ◊ú◊ô,15.0,0.831,103.023,9,281477.0ms
Ghetts,IC3 (feat. Skepta) - Single Version,48.0,0.663,128.023,5,231107.0ms
Shivam Pathak,Ek Dil Ek Jaan,57.0,0.528,97.893,3,3.6645min
The Soft Cavalry,Dive,28.0,0.5,78.0,6,255385.0ms
Willie J Healey,Big Nothing,38.0,0.466,190.384,6,142246.0ms
The Kinks,Lola - Remastered,57.0,0.468,151.842,10,242027.0ms
Suldusk,The Elm,38.0,0.601,106.973,8,210834.0ms
Kurt Vile,Pretty Pimpin,63.0,0.566,91.108,6,298760.0ms
Yameii Online,Baby My Phone,70.0,0.427,85.022,9,215771.0ms
Nikola Zolkiewska,Smoothness,55.0,0.325,49.196,7,2.5641min
Rod Stewart,The First Cut Is the Deepest,60.0,0.546,81.278,0,4.52min
Jackie Hayes,eye 2 eye,48.0,0.638,131.962,6,185455.0ms
Jack Fruit,wrong but worth it,30.0,0.627,120.025,9,178711.0ms
Phoria,Current,49.0,0.254,78.533,1,350974.0ms
Shocking Blue,Inkpot,37.0,0.655,125.603,2,159000.0ms
James Bay,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,66.0,0.68,117.614,0,3.94645min
Elliott Ok,72,14.0,0.398,135.75,6,222906.0ms
The Zombies,Time of the Season - Mono Version,66.0,0.537,117.111,10,214027.0ms
AC/DC,Big Gun,59.0,0.569,133.194,8,259413.0ms
Webb Pierce,There Stands The Glass,20.0,0.524,115.996,10,146000.0ms
Swamp Dogg,Please Let Me Go Round Again,34.0,0.716,139.927,6,280840.0ms
The Pale White,Wisdom Tooth,29.0,0.441,129.931,10,171107.0ms
Machine Gun Kelly,forget me too (feat. Halsey),80.0,0.654,99.975,10,171621.0ms
Wallice,Hey Michael,60.0,0.759,120.019,6,179852.0ms
Tim Montana,Be A Cowboy,49.0,0.512,85.017,10,201707.0ms
Low (Acoustic),Angel Snow,33.0,0.557,77.099,0,3.445166667min
Johnny Cash,Big River,54.0,0.632,182.942,10,151427.0ms
LILHUDDY,The Eulogy of You and Me,64.0,0.513,143.968,9,183362.0ms
Shimi Tavori,◊¢◊ï◊ì ◊°◊ô◊§◊ï◊® ◊ê◊ó◊ì ◊©◊ú ◊ê◊î◊ë◊î,29.0,0.477,84.871,9,252467.0ms
The Wallflowers,Sleepwalker,44.0,0.534,128.834,10,211027.0ms
Five Finger Death Punch,"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",58.0,0.45,156.059,8,274615.0ms
2 Chainz,Grey Area,70.0,0.897,134.913,5,171838.0ms
Faze Miyake,Stay Woke,2.0,0.655,148.018,5,174724.0ms
Jess Locke,Universe,28.0,0.653,97.029,6,219753.0ms
Jeremy Zucker,emily,66.0,0.551,156.02,9,233747.0ms
Wild Pink,The Shining but Tropical,40.0,0.501,88.014,1,291613.0ms
Jeezy,And Then What,33.0,0.75,170.006,5,245480.0ms
"Mukesh, Lata Mangeshkar",Begani Shadi Men Abdulla Diwana,17.0,0.715,102.673,3,3.61555min
Passion Pit,Take a Walk,71.0,0.566,101.006,6,264493.0ms
Shawnna,Gettin' Some,47.0,0.823,78.054,5,202760.0ms
Walter Wolfman Washington,Landslide,18.0,0.705,97.938,2,313813.0ms
Jamestown Revival,Prospector's Blues,45.0,0.529,76.052,1,239733.0ms
Second to Sun,Marsch der W√∂lfe,28.0,0.313,76.01,8,315790.0ms
Baby Keem,durag activity (with Travis Scott),80.0,0.89,80.462,5,225020.0ms
Armon,Hot Summer,8.0,0.352,82.436,6,349822.0ms
Long Distance Calling,Hazard,34.0,0.287,71.072,8,368973.0ms
The Jungle Giants,Treat You Right,56.0,0.664,160.023,9,221466.0ms
Sha Na Na,At the Hop - Live at Woodstock,22.0,0.294,135.384,10,184787.0ms
Wallice,23,55.0,0.576,133.686,6,164782.0ms
Dead by April,Let It Go,51.0,0.42,156.059,8,191154.0ms
Beck,Dreams,59.0,0.582,113.999,6,314487.0ms
The Killers,Mr. Brightside,82.0,0.352,148.033,10,222973.0ms
"Hemanth Bhagavath, Vignesh Prabhu, Swayam Prakash Prabhu",Jog Fusion,13.0,0.645,124.904,0,4.725min
Parker Millsap,Hades Pleads,48.0,0.568,164.823,10,156107.0ms
bbno$,bad to the bone,67.0,0.95,106.042,9,141509.0ms
No s√© a qui√©n matar,No S√© a Qui√©n Matar,34.0,0.561,98.99,6,219475.0ms
AWOLNATION,The Best (feat. Alice Merton),53.0,0.645,111.029,10,223320.0ms
Bruce Springsteen,Ghosts,58.0,0.532,125.105,10,354813.0ms
Jamie O'Neal,When I Think About Angels,46.0,0.507,193.708,4,3.04355min
Braid,Killing A Camera,32.0,0.39,83.661,10,153800.0ms
Rekha Bhardwaj,Badi Dheere Jali,25.0,0.439,80.202,0,7.023266667min
Tyla Yaweh,All the Smoke (feat. Gunna & Wiz Khalifa),71.0,0.712,91.011,5,211237.0ms
JunkBunny,Another Summer Song,27.0,0.343,161.794,10,230747.0ms
Lisa Mann,"Hard Times, Bad Decisions",29.0,0.624,94.066,2,271867.0ms
Kylie V,On My Mind,30.0,0.605,152.969,1,260013.0ms
Hazvuvim,◊ñ◊®◊ñ◊ô◊®◊ô◊ù,14.0,0.682,117.871,10,330493.0ms
Illinois Jacquet,Port Of Rico,34.0,0.769,127.147,2,164573.0ms
The Walkmen,The Rat,57.0,0.167,168.225,6,262227.0ms
OK Go,This Too Shall Pass,43.0,0.43,160.001,10,188120.0ms
Half the Animal,Magic,43.0,0.539,170.138,10,210820.0ms
bloody/bath,Arp-87,37.0,0.527,152.017,6,169728.0ms
Fontaines D.C.,Too Real,46.0,0.495,172.808,1,248409.0ms
Lowertown,Tourist Trap,32.0,0.516,84.014,9,181397.0ms
Eyal Golan,◊¶◊ê◊ô ◊ê◊ú ◊î◊ó◊ú◊ï◊ü,31.0,0.619,104.014,9,242293.0ms
DaBaby,8 Figures (feat. Meek Mill),56.0,0.703,177.205,5,178949.0ms
Monolink,Harlem River,51.0,0.845,116.007,6,277609.0ms
The Beaches,Give It Up,41.0,0.691,109.027,10,179973.0ms
Dua Lipa,"I'm Not the Only One - Live from Spotify, London",65.0,0.455,176.036,0,3.264min
Suli Breaks,Adulthood,22.0,0.885,110.012,5,178909.0ms
Malfunkshun,Jezebel Woman,42.0,0.217,130.404,10,271333.0ms
George Harrison,Give Me Love (Give Me Peace On Earth),62.0,0.373,81.28,10,215693.0ms
Mavi Phoenix,Grass And The Sun,46.0,0.818,110.126,6,174545.0ms
Jade Bird,I Get No Joy,43.0,0.673,91.962,1,162070.0ms
King of Asgard,Ammobi√¶rg,26.0,0.0809,70.972,8,483440.0ms
Middle Kids,Cellophane (Brain),34.0,0.545,149.955,6,210133.0ms
Touch√© Amor√©,Reminders,40.0,0.352,98.336,10,183338.0ms
Misplaced,idk why i try,33.0,0.495,105.013,10,187571.0ms
Pote Baby,In The Kitchen,51.0,0.881,146.931,5,182870.0ms
Run‚ÄìD.M.C.,It's Tricky,73.0,0.965,127.656,9,183760.0ms
Darkcell,Burn the Witches,33.0,0.486,105.005,8,281838.0ms
Journers,Yok Mu ?,28.0,0.485,135.954,10,274750.0ms
Miss May I,Shadows Inside,56.0,0.381,179.987,8,236549.0ms
wave to earth,daisy.,33.0,0.442,202.081,10,218500.0ms
Fallen,Tolo,30.0,0.538,103.021,0,4.065783333min
Greta Van Fleet,Age of Machine,63.0,0.222,136.344,10,413524.0ms
Godsticks,Victim - Edit,24.0,0.292,150.475,10,333137.0ms
Jan & Dean,Surf City - Remastered 1990/Stereo Remix,45.0,0.469,147.878,10,163027.0ms
The Pharcyde,Drop,56.0,0.853,95.081,5,334467.0ms
Justus Bennetts,Nightstand,60.0,0.669,80.974,9,161747.0ms
Salt-N-Pepa,Push It,68.0,0.913,127.215,9,272133.0ms
Jake Milliner,Juno,35.0,0.811,93.014,1,207250.0ms
21 Savage,Runnin,80.0,0.819,143.01,5,195906.0ms
George Moir,Baked Beans,35.0,0.663,82.536,6,177000.0ms
Amber Run,Neon Circus,38.0,0.486,89.991,10,216667.0ms
Whitney,Strange Overtones,52.0,0.728,110.346,6,206995.0ms
P.O.D.,Boom - 2006 Remaster,50.0,0.563,90.928,10,187240.0ms
Monster Magnet,Powertrip,49.0,0.522,140.727,8,211440.0ms
Press Club,Behave,26.0,0.447,104.724,1,197263.0ms
The Futureheads,The Beginning Of The Twist,43.0,0.42,155.993,6,216040.0ms
Gorgoroth,Begravelsesnatt,35.0,0.17,144.475,8,153240.0ms
YONAKA,Call Me a Saint,56.0,0.503,146.997,10,200067.0ms
Fleetwood Mac,The Chain - 2004 Remaster,82.0,0.545,151.553,10,270213.0ms
Arik Einstein,◊û◊ì◊ï◊¢ ◊î◊ô◊ú◊ì ◊¶◊ó◊ß ◊ë◊ó◊ú◊ï◊ù,23.0,0.409,116.036,10,253000.0ms
Mohammed Rafi,Dekhi Zamane Ki Yaari,9.0,0.261,72.286,3,9.006min
Pinkshinyultrablast,Songs,42.0,0.12,179.815,6,950210.0ms
Migrant Motel,New Religion,35.0,0.571,72.974,10,184000.0ms
Bleachers,Stop Making This Hurt,54.0,0.691,109.201,1,199627.0ms
Teenage Wrist,Earth Is A Black Hole,47.0,0.553,132.089,10,175577.0ms
"Atif Aslam, Tulsi Kumar",Paniyon Sa,54.0,0.523,75.03,3,3.937333333min
Radiohead,Just,63.0,0.291,175.702,1,234800.0ms
Red Fang,Arrows,46.0,0.187,156.715,10,232980.0ms
Omer Adam,◊ô◊¢◊©◊ï ◊ú◊†◊ï ◊õ◊ë◊ï◊ì,44.0,0.767,129.919,9,201500.0ms
The Devil and the Almighty Blues,The Ghosts of Charlie Barracuda,40.0,0.298,143.927,10,466382.0ms
Will Paquin,Chandelier,62.0,0.331,86.963,6,127465.0ms
David Shaul,◊®◊ß ◊™◊í◊ô◊ì◊ô,25.0,0.538,76.045,10,251194.0ms
Pixies,Debaser,64.0,0.489,135.756,1,171747.0ms
Sha Na Na,Silhouettes - Live at Woodstock,21.0,0.4,117.528,10,177640.0ms
Electric Light Orchestra,Mr. Blue Sky,81.0,0.388,177.765,9,303373.0ms
Rat Tally,Shrug,26.0,0.446,144.073,6,151257.0ms
Johnny Cash,Man in Black,57.0,0.676,95.358,4,2.883116667min
M√∂tley Cr√ºe,"Girls, Girls, Girls",71.0,0.6,140.123,9,270427.0ms
Ravid Plotnik,◊û◊ï◊ñ◊ô◊ß◊î ◊ò◊ï◊ë◊î (◊†◊¶'◊ô ◊†◊¶'),38.0,0.646,85.444,5,201173.0ms
Lauv,I Like Me Better,83.0,0.752,91.97,9,197437.0ms
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",82.0,0.601,136.571,10,281613.0ms
Willie Dixon,Little Red Rooster,48.0,0.584,81.712,2,215027.0ms
Hollow,Caterpillar,44.0,0.401,99.949,10,205200.0ms
Stick Figure,World on Fire (with Slightly Stoopid),51.0,0.866,141.01,10,240029.0ms
N.Flying,Pardon?,33.0,0.583,145.021,10,169173.0ms
Life On Venus,What Lies Beneath,39.0,0.433,133.957,10,233731.0ms
"Pritam, Arijit Singh","Shayad (From ""Love Aaj Kal"")",64.0,0.487,136.088,3,4.13235min
The Robert Cray Band,Phone Booth,2.0,0.575,113.303,2,278693.0ms
Ivri Lider,◊î◊ô◊ô◊™◊ô ◊õ◊ê◊ü,35.0,0.37,106.773,9,263034.0ms
Sammy Hagar,Give To Live,40.0,0.423,153.945,10,4.40155min
My Morning Jacket,Circuital,29.0,0.44,102.354,10,439680.0ms
Kansas,Carry on Wayward Son,75.0,0.482,126.755,10,5.38333333min
Rita Ora,Your Song - Acoustic,55.0,0.846,114.037,0,3.03178333min
Russell Dickerson,Every Little Thing,2.0,0.638,93.869,4,3.177333333min
Dilated Peoples,Work The Angles,47.0,0.656,181.33,5,240667.0ms
Veil Of Maya,Viscera,56.0,0.537,137.986,8,220000.0ms
Kenny Neal,Hooked On Your Love,13.0,0.576,159.786,2,285093.0ms
Look What You've Done,Ron Pope,39.0,0.57,134.012,0,3.746266667min
Monster Magnet,Learning to Die,40.0,0.253,160.099,8,387936.0ms
Fl√µstate,Dream Dance,27.0,0.318,127.747,9,227333.0ms
Florence + The Machine,Ship To Wreck,59.0,0.564,141.991,10,234526.0ms
Waterparks,Numb,56.0,0.61,125.077,10,146897.0ms
YSN Flow,Money Man,48.0,0.8,120.244,5,143998.0ms
Gotye,Somebody That I Used To Know,80.0,0.865,129.059,9,244885.0ms
Bun B,Get Throwed,56.0,0.704,124.087,5,233840.0ms
TOOL,Pneuma,65.0,0.415,114.174,8,713192.0ms
Yungeen Ace,All in All,53.0,0.553,131.18,5,124000.0ms
The Strokes,Last Nite,72.0,0.624,104.042,6,193051.0ms
Fleetwood Mac,Hellhound on My Trail,26.0,0.451,64.826,2,125293.0ms
The Standells,Dirty Water,46.0,0.62,144.707,6,167253.0ms
Van Halen,And the Cradle Will Rock... - 2015 Remaster,51.0,0.509,107.921,10,213150.0ms
Miranda Lambert,The House That Built Me,66.0,0.525,80.993,4,3.943783333min
Airbourne,Runnin' Wild,65.0,0.503,162.022,8,218040.0ms
The Fall,Fiery Jack - Bonus Track,30.0,0.704,110.606,6,283947.0ms
Haley Reinhart,Free As a Bird,27.0,0.498,76.078,10,268328.0ms
The Last Poets,When The Revolution Comes,28.0,0.669,81.93,5,150867.0ms
Code Orange,Bleeding In The Blur,41.0,0.529,126.032,8,244693.0ms
Pixies,Here Comes Your Man,69.0,0.669,124.594,6,201187.0ms
John Mayer,Slow Dancing in a Burning Room - Acoustic,55.0,0.611,134.858,0,3.87845min
Foreign Air,Monsters,50.0,0.552,89.993,9,224053.0ms
Sad Night Dynamite,Smoke Hole,52.0,0.835,100.026,1,167613.0ms
Julian Lynch,Contribution to the Catalog of Spatial and Temporal Events,23.0,0.912,96.014,6,214788.0ms
Einherjer,West Coast Groove,28.0,0.489,75.997,8,247387.0ms
Kris Barras Band,Ignite (Light It Up),37.0,0.604,102.993,2,196104.0ms
Honey Lung,Sophomore,36.0,0.399,91.918,6,353956.0ms
The Alchemist,Stained Glass (feat. Westside Gunn),35.0,0.698,145.868,5,110147.0ms
Miri Mesika,◊ê◊©◊î ◊ó◊®◊°◊ô◊†◊î,28.0,0.526,123.958,9,249852.0ms
Rick Wakeman,Catherine Of Aragon,39.0,0.351,105.092,10,229147.0ms
Mondo Cozmo,Bittersweet Symphony - Jim Eno Sessions,41.0,0.396,169.959,10,323467.0ms
Alluvial,Colony,35.0,0.413,149.992,8,176800.0ms
Joe Nichols,Brokenheartsville,59.0,0.686,103.953,4,3.839333333min
Itay Levi,◊ó◊ï◊ò◊ô◊ù ◊ï◊û◊ô◊ß◊®◊ï◊§◊ï◊†◊ô◊ù,21.0,0.7,149.917,9,208917.0ms
Orions Belte,Joe Frazier,44.0,0.432,133.77,6,338613.0ms
Sarit Hadad,◊õ◊©◊î◊õ◊ú ◊ô◊í◊û◊®,42.0,0.52,101.335,9,173824.0ms
The Darkness,All the Pretty Girls,30.0,0.248,172.435,10,198347.0ms
Brittany Howard,Stay High,54.0,0.598,121.988,10,191396.0ms
Erik Ekholm,Extinction,36.0,0.437,140.021,8,243857.0ms
Sean Ono Lennon,Parachute,43.0,0.538,77.018,10,199320.0ms
Nick Cave & The Bad Seeds,Tupelo - 2009 Remastered Version,38.0,0.504,109.038,10,438227.0ms
FKA twigs,mary magdalene,56.0,0.391,171.831,6,321067.0ms
Glom,Immortalized,14.0,0.491,118.447,10,183366.0ms
"Antonín Dvořák, Busch Trio, Maria Milstein, Miguel Da Silva","Bagatelles, Op. 47: IV. Canon (Andante con moto)",23.0,0.121,75.31,7,2.395333333min
Paul McCartney,Seize The Day (feat. Phoebe Bridgers),58.0,0.214,178.011,6,209421.0ms
AC/DC,Highway to Hell,83.0,0.574,115.728,8,208400.0ms
Lata Mangeshkar,Jeevan Ke Safar Mein Rahi - Female Vocals,3.0,0.521,102.272,3,2.562216667min
"Sandeep Chowta, Abhay Nayampally, Alex Sill, Anthony Crawford",Kaleidoscope,11.0,0.55,79.988,0,4.05min
Hiatus Kaiyote,Red Room,64.0,0.687,80.935,1,232053.0ms
Yuval Dayan,◊™◊©◊ê◊ú ◊ê◊™ ◊î◊û◊ô◊ù,39.0,0.653,89.024,9,187053.0ms
Arlo Parks,Eugene,65.0,0.606,174.285,6,221804.0ms
Volumes,Pixelate,40.0,0.376,200.211,8,190436.0ms
Jasta,Strength to Draw the Line,41.0,0.353,184.932,8,168164.0ms
Mudvayne,Dig,64.0,0.623,134.975,8,162293.0ms
Mick Fleetwood and Friends,Rattlesnake Shake (with Steven Tyler & Billy Gibbons) - Live from The London Palladium,38.0,0.492,106.399,2,289800.0ms
Westy,Residence,12.0,0.618,107.181,5,167889.0ms
Gracie Abrams,Brush Fire,7.0,0.528,128.715,9,190427.0ms
Deap Vally,Bring It On,38.0,0.612,81.972,10,179268.0ms
Hether,Sex Wax,43.0,0.722,133.055,1,216677.0ms
Confusing Paradise,Skylla,34.0,0.533,120.012,8,258429.0ms
Nothing But Thieves,Sorry,63.0,0.667,128.005,10,214707.0ms
LCY,Decay,17.0,0.172,123.078,6,206222.0ms
KISS,I Was Made For Lovin' You,79.0,0.768,128.373,9,271240.0ms
Aya Zahavi Feiglin,◊ú◊ê ◊ú◊ë◊õ◊ï◊™,25.0,0.541,145.013,9,220410.0ms
Black Violin,Stereotypes,31.0,0.338,157.801,5,209667.0ms
Kaiser Chiefs,Ruby,62.0,0.443,93.43,10,202800.0ms
Sarit Hadad,◊ô◊ê◊ú◊ú◊î ◊ú◊ö ◊î◊ë◊ô◊™◊î ◊û◊ï◊ò◊ô,28.0,0.722,114.008,9,201227.0ms
IMMERSE,With You,41.0,0.448,100.007,10,186503.0ms
Ina Wroldsen,Haloes - Acoustic,52.0,0.801,100.033,9,182502.0ms
Itzik Kala,◊û◊ê◊û◊ô ◊û◊ê◊û◊ô,20.0,0.78,145.486,9,286800.0ms
The Vines,Outtathaway,45.0,0.505,133.561,10,182907.0ms
Villain of the Story,Animals,40.0,0.553,153.868,8,182338.0ms
Sentenced,Noose,45.0,0.53,135.076,8,241267.0ms
Marianne Faithfull,It's All Over Now Baby Blue,53.0,0.651,111.175,0,3.83266667min
Infinity Ripple,Torn Apart,39.0,0.149,89.643,7,3.009833333min
Johnny B. Moore,Lonesome Blues,32.0,0.439,159.619,2,443053.0ms
Lil Skies,Ice Water (feat. Trippie Redd),66.0,0.712,160.028,9,180325.0ms
Swamp Dogg,"Sleeping Without You Is a Dragg (feat. Justin Vernon, Jenny Lewis)",41.0,0.674,77.019,2,241773.0ms
Savel,Forgetting - Tennyson Remix,36.0,0.348,171.042,1,212992.0ms
Rexx Life Raj,Aura (feat. Kojey Radical),48.0,0.731,161.991,5,203033.0ms
Surfing,Enough,26.0,0.648,91.999,6,177625.0ms
Kartell,Crossing Paths,44.0,0.827,115.047,6,244707.0ms
The Bloody Beetroots,My Name Is Thunder,54.0,0.457,128.034,10,167344.0ms
Trace Kotik,Hesitant,18.0,0.44,132.082,6,300816.0ms
Ov Sulfur,Behind the Hand of God,34.0,0.454,130.032,8,200308.0ms
black midi,953,46.0,0.272,124.227,10,320667.0ms
Lauren Sanderson,QUEEN BEE,46.0,0.8,120.036,10,148250.0ms
my bloody valentine,Soon,50.0,0.431,109.55,10,419307.0ms
"Antonio Vivaldi, Raphael Wallfisch, City of London Sinfonia, Nicholas Kraemer","Cello Concerto in C Major, RV 398: II. Largo",34.0,0.352,114.834,7,1.75min
Ouzo Bazooka,Space Camel,38.0,0.483,91.575,1,397813.0ms
Joyner Lucas,Zim Zimma,65.0,0.883,149.052,5,239702.0ms
Mabel,Boyfriend - Acoustic,40.0,0.651,92.934,9,239840.0ms
Ozzy Osbourne,Crazy Train,20.0,0.453,137.571,10,4.93666667min
Keith Jarrett Trio,I Thought About You,45.0,0.337,101.031,7,4.027783333min
St. Vincent,The Melting Of The Sun,61.0,0.52,159.931,6,257520.0ms
Michael Swissa,◊û◊°◊§◊® ◊ú◊ê ◊û◊ñ◊ï◊î◊î,28.0,0.866,139.982,5,101303.0ms
Power Trip,Divine Apprehension,46.0,0.168,169.925,8,257695.0ms
Good Health Good Wealth,Guinness - Edit,19.0,0.366,152.047,6,208463.0ms
Grip,Chicken N Dumplins,52.0,0.677,163.152,5,226174.0ms
Omer Adam,◊™◊¢◊†◊î ◊ú◊î,30.0,0.774,115.931,9,211293.0ms
Advaita,Gamapani,6.0,0.677,129.933,0,1.365333333min
New Order,Blue Monday,70.0,0.762,130.395,1,449160.0ms
Unknown Mortal Orchestra,Swim and Sleep (Like a Shark),60.0,0.766,123.509,1,165227.0ms
FEVER 333,(The First Stone) Changes [feat. Yelawolf],37.0,0.689,118.956,10,189743.0ms
Billie Holiday,Strange Fruit,61.0,0.313,100.827,5,192867.0ms
Chris Isaak,San Francisco Days,31.0,0.486,133.993,0,2.994min
Motorjesus,Hellbreaker,35.0,0.527,125.009,10,247747.0ms
"Jubin Nautiyal, Gourov Dasgupta","Hanjugam (From ""Bhuj The Pride Of India"")",55.0,0.549,94.959,3,3.7571min
The Teskey Brothers,Never Tear Us Apart,48.0,0.311,188.873,2,204605.0ms
Carlos Cano,A Rafael de Le√≥n,19.0,0.404,100.831,9,349240.0ms
Tui,La la la,26.0,0.576,95.999,6,241027.0ms
Little Milton,Guitar Man,15.0,0.623,170.601,2,257560.0ms
Houston Stackhouse,Cool Drink Of Water,29.0,0.538,174.765,2,196827.0ms
Parkway Drive,Carrion,58.0,0.228,155.212,8,187960.0ms
Fab Samperi,That's Alright,21.0,0.816,109.965,2,161253.0ms
Wanda Jackson,Funnel Of Love,53.0,0.6,134.979,6,128427.0ms
The Pineapple Thief,Demons,40.0,0.607,140.031,10,273921.0ms
The Red Jumpsuit Apparatus,Cat And Mouse,54.0,0.466,143.034,10,208907.0ms
Green Day,Still Breathing,62.0,0.54,75.033,10,224760.0ms
Shalom Gad,◊î◊î◊ï◊†◊ê◊î ◊©◊ú ◊î◊û◊ê◊î,20.0,0.353,93.056,6,174683.0ms
Palm Reader,A Bird and Its Feathers,20.0,0.445,134.895,8,392507.0ms
Not Dead Yet,Lord Huron,61.0,0.491,74.008,0,2.9561min
Kickin Valentina,End Of The Road,38.0,0.559,133.03,10,252213.0ms
Angel Bat Dawid,Harkening Etudes,22.0,0.622,120.089,6,1083755.0ms
Oliver Tree,Let Me Down,69.0,0.457,160.021,10,111210.0ms
Stroke 9,Little Black Backpack - Remastered,51.0,0.453,118.077,10,224939.0ms
Sports,The Look,46.0,0.818,117.003,1,236496.0ms
Monta√±a,Andes,23.0,0.461,158.088,10,209971.0ms
